Start_to_End,Length_ShortestPath,Length_ORBSlamPath,Stop_to_End,Number_of_collisions
3.7306138063268763,42,52,3.5947429761431984,2
3.0187666815726413,32,222,3.004075280165282,39
5.089032503155414,42,279,4.865788307054346,35
0.9999999099713891,17,20,0.9361169609468881,0
2.368539522692688,45,118,2.336442982103024,0
1.9791749102421172,23,31,1.9525273624909822,1
2.5475411682849862,39,61,2.7337546918704296,2
2.6158114760323787,39,160,2.519755690894275,11
5.665250006527816,52,90,5.7483803413478824,0
3.0879071340029,30,46,2.9758824509534345,0
2.3801410246907966,23,41,2.391086135898867,1
2.7487314812507937,39,45,2.7143325259699873,1
1.9002087933061498,41,87,1.9140108450786637,0
5.357039852642895,41,500,4.900220643694026,54
5.670005794945563,55,209,5.718638976025983,16
2.996330565350451,24,51,3.0239065572461574,1
2.7363961487090935,28,32,2.7419396850003337,0
4.521939806648447,34,48,4.394878381356128,0
3.171147061921415,28,38,3.07115277851967,0
2.1723300994557353,31,54,2.1728972608059216,2
1.7908260664447382,22,32,1.8024896565140727,2
5.23960564880903,51,95,5.24767697737753,5
3.51083540908101,43,59,3.6772379164185662,1
5.289240699741478,60,129,5.089547203190532,2
5.612774692862874,54,361,5.625402801119738,37
3.0174008722197563,43,64,2.98274022636915,0
2.3611247257036068,26,34,2.3288788511644154,0
1.2484909519889031,26,29,1.3041736168465066,1
3.589264223924027,41,69,3.615472149932852,0
2.678845892910179,34,55,2.6215167378450377,2
4.936242779833673,54,89,4.802773604069313,7
2.3576026992142682,46,500,0.3890331226935101,47
0.8900571549312053,25,73,1.0279732865610058,5
2.894110712660499,38,61,2.7837621783886086,2
3.634660132756697,39,62,3.6480130509449267,0
3.0718934258789647,32,71,3.1341159815905613,0
3.370024253052817,31,40,3.339670093800548,1
3.718489450836834,40,107,3.785706805504004,0
2.6332969064594267,20,28,2.6068296428266633,0
3.5902507662062924,53,134,3.594908159441694,2
0.999999932993255,14,26,1.0517531497254626,0
2.758463799401727,36,43,2.6806179828228287,1
1.477327715126266,13,12,1.2393663969894342,0
5.607766750791654,35,280,5.4647524394038545,30
2.4832335460126123,32,322,2.300832890863666,44
2.9654975938817003,37,61,3.0211206778716355,1
4.334397392668952,50,69,4.363534914219997,0
3.48378892048023,49,72,3.4979439086690203,3
3.0987539636190733,38,167,3.1672197803176965,6
3.1986339868542317,33,205,3.3919691057841703,15
2.711246361271177,32,31,2.3820268306555836,2
5.363783042722541,44,151,5.247111583894244,8
2.550212935249158,29,500,0.0,0
3.9106778043588473,47,71,3.9119780743975516,0
3.3794080335643013,29,37,3.4122831057139384,1
4.84572679067723,32,50,4.656185483368072,0
3.42921882398458,24,53,3.410579892003291,0
3.3684784434958432,41,125,3.3265570141000946,14
3.807405911060627,39,48,3.7538993954876596,1
2.7993867556450307,41,500,1.4359878090920954,56
2.9272280196687785,18,40,3.091278283727538,0
1.1230439043723734,15,53,1.4319818720854247,8
3.0051735604813317,37,62,3.122480387821681,1
4.322736489996763,32,33,4.303541351719328,1
3.669999470117946,29,90,3.784494066687509,1
3.5463857025495757,29,60,3.511193475251257,0
3.861790870634435,27,35,3.731812625316987,0
4.189877219946975,42,95,4.355814438859668,10
2.70000738707547,52,83,2.7635882462657024,1
2.0351291888187055,25,30,1.95839843244263,0
2.2303921777320017,36,86,2.3128227519266784,1
