Start_to_End,Length_ShortestPath,Length_ORBSlamPath,Stop_to_End,Number_of_collisions
1.5114053481359966,30,92,1.4786249874824002,8
1.5539525367522362,17,24,1.4563501872849172,9
1.126323636112813,28,157,1.0761958494800363,15
2.4575964166448507,29,30,2.534614821399634,0
3.4910360323494745,28,41,3.4540449887199887,0
1.474227821120358,38,357,1.5455239647313153,29
1.077375469850729,21,19,1.1394688218316293,1
2.1257224281959752,29,54,2.3267580196303017,1
4.264834014161741,46,96,4.362024564472294,0
1.979859217153494,35,170,2.0828658917161125,2
3.3540765440949762,34,54,3.324525904561838,0
3.53573710431296,41,56,3.6197714013150337,1
2.10128912999041,35,60,2.1885372828149032,2
4.262564728656054,34,36,4.109866522040325,2
2.4965800289408633,12,19,2.6720205806166377,0
3.7247310793768866,41,83,3.896109467160372,1
5.306001580532339,45,125,5.508792873084663,1
1.3386500093483427,18,28,1.3783770683043624,0
2.7509216660416045,42,45,2.7023053345830883,2
4.483724398514227,34,44,4.422570082019343,0
2.139894804194134,29,37,2.2244018487149133,2
2.0678649229382398,29,40,2.193966835578941,3
1.9942952599662491,22,31,1.8230619852356085,0
4.252784357282004,46,99,4.508413925233594,2
2.4904867847546464,13,18,2.7161642893778795,0
1.9117811286106123,36,41,1.8117392367893304,1
2.563674557952442,39,43,2.471051500800445,1
1.4991416542352165,22,25,1.5257844566994652,1
5.129109077313465,38,73,4.983436853877426,2
3.743272814161446,44,57,3.5527523547628834,3
4.00698264130364,46,72,4.041965879712448,1
1.6716636333005486,35,43,1.7479685250944776,2
2.220942386702414,33,49,2.224084656372665,0
3.3972903358193696,24,39,3.349598426353802,1
2.608881467215734,33,119,2.4751286907211743,2
2.5980869301332015,21,43,2.747437317098384,1
4.47511275417944,31,33,4.4159299710573565,1
3.553173026208923,35,72,3.4604757374663704,0
1.500000283209021,24,30,1.3705509610686832,0
2.2275520453297375,23,27,2.162697650994295,0
4.1434948900749795,40,44,4.116822041685155,0
1.563905279383789,19,71,1.4899078804402968,9
1.9928663160920965,21,50,2.0996800283813553,0
2.490564031195231,31,50,2.546256989064552,2
3.048806712794017,36,45,2.883992473857712,0
4.249569950633077,44,238,4.298812450471478,12
3.4934820621575655,33,44,3.551969208739718,0
2.3597334784202686,24,23,2.4418052757661313,2
2.969118789266659,34,79,3.0013465554170597,1
3.249999942125726,20,32,3.1975633791938667,0
4.101961702408151,38,46,4.005580848416523,1
2.2685196427343173,45,99,2.4860309570398886,4
2.490868220391191,26,36,2.33043420659461,0
4.56169770232469,33,125,4.442321310594368,6
1.767677604116486,22,27,1.8286948144033368,0
4.454153352477786,36,198,4.471387922566091,8
3.429911222838205,29,80,3.587741174105915,1
1.4379290505982043,20,37,1.4603473512034608,1
1.3943124952778427,26,33,1.3900571903562409,3
1.6669978306325133,24,36,1.609866521317628,2
1.8348422163240277,35,40,1.8013565235159306,0
2.2559729479692474,46,84,2.1716223856703416,3
4.045135454208496,41,87,4.09655256474183,0
2.716171999092702,48,117,2.8503992138111394,5
1.295926709812499,36,39,1.2982744456095483,0
2.0985537347155585,22,27,2.146396470623192,1
2.2466212401680568,13,22,2.329251539113741,0
2.7499995473280254,21,26,2.9634458027426707,0
3.9869231347318363,21,25,3.943195284386739,0
3.5517328799007046,35,63,3.5435499396419075,0
0.6882903810973293,26,500,0.6929122456276534,102
