Start_to_End,Length_ShortestPath,Length_ORBSlamPath,Stop_to_End,Number_of_collisions
4.006533487454464,33,67,4.157044621897285,1
6.487513047880308,39,124,6.493732345481722,4
4.301857784780526,42,79,4.2509473359248915,0
6.865099132563105,69,97,6.872522291131465,2
3.6690899173069,35,41,3.6710521929506386,2
3.3215723741934067,71,86,3.340582784871079,4
5.543138495644773,55,500,1.9356314882762822,49
6.003106587812813,54,128,5.942905841915024,6
8.332228367944104,73,119,8.323314109684388,2
4.850667349949629,52,45,4.640340340569046,2
4.613361730534302,83,500,2.7588963669451325,41
5.195691603468239,43,70,5.252745422585408,0
12.852718108508217,96,187,12.87003700445313,9
3.9616213518832635,44,84,4.124578856787477,1
11.420400438944005,81,128,11.42853154034894,1
3.790756944423349,32,258,3.715204668234701,6
8.487012985300616,68,96,8.475978451566375,4
2.2199245456350276,30,66,2.325952860848668,4
5.75016428099872,40,105,5.669316683559315,2
5.083444051519066,51,500,1.2653824573648647,46
9.090679191391692,58,500,2.0258324620043298,46
9.058496141797864,74,101,9.124697829988488,3
12.616392696302583,108,183,12.693554445443095,4
4.986647811802694,56,58,4.875891301846571,2
10.522896917230101,93,268,10.179281872294144,16
2.8920935771952676,53,120,3.042689724310633,1
7.6404394315652215,65,71,7.356420729102006,1
4.119125574774434,47,65,4.00831799217248,3
5.378068003682967,40,73,5.207716034257913,1
2.611978840881008,55,107,2.6700991887865064,2
5.280338286930581,52,69,5.327664878320088,0
7.0658079160873575,76,107,7.025299225751593,0
8.691334587891449,81,132,8.641766517927433,5
5.37220035105637,56,133,5.3854941736054,4
3.6217311620034724,42,88,3.6657089134122214,0
2.913564670973,34,39,2.77465948045226,1
4.959708212631556,45,500,4.133804477031566,43
9.06713778380086,60,84,8.873182764629423,3
5.6785802647691295,100,500,0.028319551503892027,23
4.021433714576085,51,202,4.047976024972846,1
5.53216550370721,52,176,5.534436726486579,0
9.626604211099245,68,262,9.597817339022866,10
2.569510123706683,52,62,2.622544963266661,0
2.4614076307019115,25,36,2.321727153625897,0
8.857917240116892,61,256,9.012977112015818,8
3.676991923389951,56,500,2.465129467177964,2
3.373689475449075,42,51,3.2842574182985396,0
8.107845058567383,64,96,8.221288261703192,5
3.4179874633377803,56,139,3.521247512302162,3
8.933189747818851,69,127,8.83584109180316,5
3.701481847601857,57,113,3.8255025611726876,0
3.0447236766441947,40,72,3.0328747226344386,0
4.193311266844691,42,107,4.212462884577425,2
4.331303255853152,38,82,4.358610025424286,1
4.620127144658541,34,49,4.532571809836319,3
11.033846212755606,60,97,10.779216107963922,1
4.3815172097049455,46,500,0.4365909956106237,53
2.699028721054831,34,38,2.6431262784200125,2
4.807800609015463,58,96,4.910195209296933,1
4.337797154897936,49,111,4.330201474707962,2
8.27751391376828,71,500,1.1251199327194918,59
11.468726363294014,73,132,11.512068581327739,2
7.119038474538124,68,500,6.16343057466213,56
9.769719276272875,62,146,9.824440710267416,4
2.1833707539339113,36,67,2.199611981954762,8
7.536138255201945,61,105,7.428733775850047,6
2.201894713862902,37,357,2.22161048974335,28
5.0789530429310945,57,85,5.092798141265504,1
4.2674653502400695,46,80,4.151567878554783,1
5.973449340127913,76,88,5.875256458765958,3
4.73936344547452,32,64,4.699910067326461,1
